   1.0000000e+00	   2.4270701e-01	   7.5577236e-03	   9.9311669e+01	   9.0349943e+01	  -1.8942646e+02	
   2.0000000e+00	   9.9705342e-01	   2.5150981e-01	   9.1393359e-02	   8.6933119e-02	   5.6721713e-01	
   3.0000000e+00	   5.9593427e-01	   1.8122936e-01	   5.1490116e+01	   4.7070209e+01	  -9.8145621e+01	
   4.0000000e+00	   7.4047399e-01	   1.9879929e-01	   3.6651534e+01	   3.3266101e+01	  -6.9375960e+01	
   5.0000000e+00	   6.2132835e-01	   2.0069270e-01	   4.3247610e+01	   3.9605483e+01	  -8.2432457e+01	
   6.0000000e+00	   9.2451025e-01	   4.0540663e-01	   5.1467096e+00	   4.5795530e+00	  -9.2071590e+00	
   7.0000000e+00	   9.9992198e-01	   1.2857114e-01	   8.9016662e-01	   9.1506883e-01	  -9.3388461e-01	
   8.0000000e+00	   9.9443667e-01	   8.7518596e-01	   1.4609577e+00	   1.1786284e+00	  -2.5203354e+00	
   9.0000000e+00	   1.0060851e+00	   5.8543849e-01	   2.9749338e-01	   3.2227923e-01	  -1.9912598e-01	
   1.0000000e+01	   9.9278563e-01	   1.0250781e+00	   7.5625551e-01	   6.4274426e-01	  -1.4312923e+00	
   1.1000000e+01	   9.9292142e-01	   3.7670724e-01	   4.6366018e-01	   4.0007545e-01	  -2.4752145e-01	
   1.2000000e+01	   9.8660131e-01	   9.7846219e-01	   3.8529604e+00	   3.0892615e+00	  -6.9340828e+00	
   1.3000000e+01	   1.0024230e+00	   6.8016707e-01	   1.0436486e+00	   9.0245043e-01	  -1.6238431e+00	
   1.4000000e+01	   9.9988216e-01	   9.8074984e-01	   1.1884134e+00	   1.0307383e+00	  -2.2000194e+00	
   1.5000000e+01	   1.0001234e+00	   1.9118913e+00	   3.3272746e+00	   3.0403675e+00	  -7.2794099e+00	
   1.6000000e+01	   1.0015445e+00	   8.9403791e-01	   7.0040226e-01	   7.6734576e-01	  -1.3602414e+00	
   1.7000000e+01	   1.0079262e+00	   1.1611313e+00	   7.5748750e-01	   5.1694007e-01	  -1.4276327e+00	
   1.8000000e+01	   9.8819161e-01	   8.6415427e-01	   1.1635353e+00	   7.8801904e-01	  -1.8275170e+00	
   1.9000000e+01	   9.9530066e-01	   1.2357971e+00	   4.4549146e-01	   3.5351324e-01	  -1.0395012e+00	
   2.0000000e+01	   9.9848755e-01	   3.3936017e+00	   1.5671798e+00	   6.5701230e-01	  -4.6193063e+00	
   2.1000000e+01	   9.9350610e-01	   1.2978857e+00	   2.1000684e-01	   2.1975555e-01	  -7.3414194e-01	
   2.2000000e+01	   9.9145353e-01	   1.8800582e+00	   6.1679163e-01	   5.1525439e-01	  -2.0206507e+00	
   2.3000000e+01	   9.8432941e-01	   1.3878369e+00	   6.4441602e-01	   6.6437527e-01	  -1.7122988e+00	
   2.4000000e+01	   9.7854002e-01	   1.8810936e+00	   1.8124353e+00	   1.7070997e+00	  -4.4220886e+00	
   2.5000000e+01	   9.6424131e-01	   8.2894119e-01	   3.4245784e+00	   3.1249322e+00	  -6.4142105e+00	
   2.6000000e+01	   8.8364767e-01	   1.3708910e+00	   1.2758150e+01	   1.1546733e+01	  -2.4792126e+01	
   2.7000000e+01	   8.9115666e-01	   3.2476771e-01	   1.9665367e+01	   1.7566125e+01	  -3.6665103e+01	
   2.8000000e+01	   5.8701693e-01	   1.8445023e-01	   4.2662537e+01	   3.7042700e+01	  -7.9302671e+01	
   2.9000000e+01	   8.5684923e-01	   2.1790346e-01	   2.2966729e+01	   2.1316231e+01	  -4.3644014e+01	
