18.9	-2.40742	-3.13607
19	-2.37696	-3.25614
19.1	-2.39612	-3.4157
19.2	-2.43828	-3.59266
19.3	-2.48419	-3.76764
19.4	-2.54799	-3.92675
19.5	-2.66471	-4.04308
19.6	-2.86003	-4.07704
19.7	-3.13898	-4.05826
19.8	-3.50536	-4.08576
19.9	-3.88832	-4.23468
20	-3.70395	-4.50052
20.1	-3.31476	-4.5508
20.2	-3.06717	-4.17855
20.3	-2.89545	-3.80296
20.4	-2.75142	-3.52637
20.5	-2.64844	-3.34781
20.6	-2.60059	-3.2533
20.7	-2.58729	-3.21955
20.8	-2.57913	-3.22292
20.9	-2.58024	-3.2553
21	-2.61586	-3.32615
21.1	-2.6905	-3.44368
21.2	-2.78137	-3.5956
21.3	-2.87443	-3.74909
21.4	-2.99536	-3.88294
21.5	-3.18211	-4.00494
21.6	-3.44515	-4.10849
21.7	-3.76743	-4.16867
21.8	-4.19236	-4.21784
21.9	-4.92213	-4.32676
22	-4.64964	-4.50797
22.1	-4.10916	-4.6392
22.2	-3.85053	-4.59959
22.3	-3.66693	-4.48972
22.4	-3.5083	-4.36358
22.5	-3.41503	-4.22716
22.6	-3.39791	-4.12251
22.7	-3.41253	-4.0796
22.8	-3.41435	-4.09356
22.9	-3.42627	-4.14473
23	-3.49268	-4.22588
23.1	-3.60863	-4.34856
23.2	-3.72147	-4.51833
23.3	-3.81705	-4.70208
23.4	-3.96157	-4.83415
23.5	-4.21089	-4.90338
23.6	-4.53492	-4.9607
23.7	-4.83206	-5.02868
23.8	-5.22695	-5.09574
23.9	-6.45047	-5.1574
24	-5.66769	-5.23155
24.1	-5.15954	-5.3416
24.2	-5.0243	-5.47263
24.3	-4.85817	-5.49879
24.4	-4.65538	-5.35345
24.5	-4.58104	-5.20005
24.6	-4.65007	-5.13599
24.7	-4.73685	-5.15944
24.8	-4.71709	-5.22784
24.9	-4.71733	-5.29927
25	-4.85812	-5.37983
25.1	-5.09022	-5.50295
25.2	-5.17719	-5.6646
25.3	-5.17875	-5.80381
25.4	-5.35812	-5.89438
25.5	-5.79871	-6.01033
25.6	-6.0598	-6.22905
25.7	-5.92894	-6.59874
25.8	-6.15815	-7.1175
25.9	-7.3748	-7.11507
26	-6.785	-6.68662
26.1	-6.46448	-6.43763
26.2	-7.10978	-6.33141
26.3	-7.06239	-6.27889
26.4	-6.28703	-6.21529
26.5	-6.27085	-6.16988
26.6	-6.79931	-6.21151
26.7	-6.52821	-6.38054
26.8	-6.05571	-6.65863
26.9	-6.03404	-6.82194
27	-6.40267	-6.70923
27.1	-6.64238	-6.60687
27.2	-6.22966	-6.63432
27.3	-6.15156	-6.8007
27.4	-6.48687	-7.09479
27.5	-7.52729	-7.44872
27.6	-6.97777	-7.69562
27.7	-6.67729	-7.82583
27.8	-6.87757	-7.80098
27.9	-7.28922	-7.46017
28	-7.2379	-7.11942
28.1	-7.45493	-6.90299
28.2	-8.23602	-6.80755
28.3	-6.98296	-6.83393
28.4	-6.633	-6.96839
28.5	-6.72268	-7.05446
28.6	-7.39569	-6.82876
28.7	-7.54731	-6.52147
28.8	-6.78163	-6.31983
28.9	-6.658	-6.23556
29	-6.96807	-6.25287
29.1	-8.37251	-6.34838
29.2	-7.42309	-6.48633
29.3	-6.94621	-6.62653
29.4	-6.98433	-6.74868
29.5	-7.40177	-6.8606
29.6	-7.80742	-6.97243
29.7	-7.49896	-7.06117
29.8	-7.44991	-7.07732
29.9	-7.56675	-7.04952
30	-7.4219	-7.07161
30.1	-7.25741	-7.17346
30.2	-7.4027	-7.21029
30.3	-8.01083	-6.99968
30.4	-7.7528	-6.74342
30.5	-7.20658	-6.58464
30.6	-7.10671	-6.52169
30.7	-7.40282	-6.4997
30.8	-8.49061	-6.44982
30.9	-7.62173	-6.37413
31	-7.17045	-6.34335
31.1	-7.18032	-6.41263
31.2	-7.61622	-6.59919
31.3	-8.28841	-6.85323
31.4	-7.55077	-7.01656
31.5	-7.33437	-7.08383
31.6	-7.50154	-7.25726
31.7	-7.88665	-7.68398
31.8	-7.72921	-8.49696
31.9	-7.54144	-9.07387
32	-7.62035	-8.61809
32.1	-7.7146	-7.65255
32.2	-7.56156	-7.05339
32.3	-7.51828	-6.69794
32.4	-7.82267	-6.49272
32.5	-8.37643	-6.37367
32.6	-7.68761	-6.29605
32.7	-7.37618	-6.23758
32.8	-7.47298	-6.2075
32.9	-8.08718	-6.24079
33	-8.31214	-6.37589
33.1	-7.53365	-6.62054
33.2	-7.37639	-6.84765
33.3	-7.62305	-6.80845
33.4	-8.48223	-6.67949
33.5	-8.03334	-6.65146
33.6	-7.58162	-6.72911
33.7	-7.54859	-6.87168
33.8	-7.76052	-7.00893
33.9	-7.9459	-7.05228
34	-7.92016	-6.98396
34.1	-7.99798	-6.87442
34.2	-8.0633	-6.80299
34.3	-7.80042	-6.81486
34.4	-7.62407	-6.92707
34.5	-7.76449	-7.11586
34.6	-8.39311	-7.20333
34.7	-8.23973	-7.05653
34.8	-7.64902	-6.8862
34.9	-7.51322	-6.81194
35	-7.77703	-6.83856
35.1	-8.83986	-6.94216
35.2	-8.22269	-7.11125
35.3	-7.66568	-7.36401
35.4	-7.59381	-7.74389
35.5	-7.85778	-8.3054
35.6	-8.2862	-8.90226
35.7	-8.16321	-9.03146
35.8	-8.00684	-8.76729
35.9	-8.03084	-8.28109
36	-8.07358	-7.93184
36.1	-7.94897	-7.76934
36.2	-8.0364	-7.76328
36.3	-8.38172	-7.86247
36.4	-8.275	-8.02411
36.5	-7.78725	-8.2379
36.6	-7.65736	-8.37731
36.7	-7.88658	-8.1301
36.8	-8.99563	-7.81094
36.9	-8.32362	-7.61364
37	-7.71645	-7.53128
37.1	-7.59508	-7.53968
37.2	-7.81303	-7.58234
37.3	-8.54543	-7.61755
37.4	-8.67992	-7.70089
37.5	-8.13055	-7.93984
37.6	-8.04702	-8.53462
37.7	-8.23027	-9.59546
37.8	-8.22238	-8.34296
37.9	-8.18378	-8.08868
38	-8.25641	-8.15235
38.1	-8.37007	-8.32356
38.2	-8.07598	-8.18063
38.3	-7.88262	-7.89046
38.4	-8.02827	-7.77309
38.5	-8.83802	-7.7782
38.6	-8.68662	-7.83022
38.7	-7.82939	-7.94222
38.8	-7.61883	-8.26251
38.9	-7.73665	-9.52655
39	-8.28533	-8.45913
39.1	-9.707	-7.79346
39.2	-8.2181	-7.59313
39.3	-7.92285	-7.67202
39.4	-7.97125	-8.08659
39.5	-8.19715	-8.37247
39.6	-8.28105	-7.67386
39.7	-8.35485	-7.30404
39.8	-8.66789	-7.15244
39.9	-8.84634	-7.1483
40	-8.2785	-7.23905
40.1	-8.11483	-7.3671
40.2	-8.30981	-7.49722
40.3	-9.17416	-7.63503
40.4	-8.34562	-7.84349
40.5	-7.86922	-8.09035
40.6	-7.77577	-8.00021
40.7	-8.03328	-7.72358
40.8	-8.81613	-7.55546
40.9	-8.45488	-7.47358
41	-7.90369	-7.35933
41.1	-7.77401	-7.16623
41.2	-7.89601	-6.98538
41.3	-8.26624	-6.8868
41.4	-8.80473	-6.89313
41.5	-9.4234	-7.01946
41.6	-8.94156	-7.28584
41.7	-8.34388	-7.72181
41.8	-8.00097	-8.38034
41.9	-7.94311	-9.25967
42	-8.1755	-9.37867
42.1	-9.08698	-8.7461
42.2	-8.70576	-8.19693
42.3	-8.0739	-7.84156
42.4	-7.96918	-7.60929
42.5	-8.24968	-7.43542
42.6	-9.3409	-7.29769
42.7	-8.68481	-7.19674
42.8	-8.09499	-7.12593
42.9	-8.00858	-7.06885
43	-8.25577	-7.01328
43.1	-9.12592	-6.9639
43.2	-9.18291	-6.94156
43.3	-8.39843	-6.9674
43.4	-8.1588	-7.04706
43.5	-8.09075	-7.16706
43.6	-8.12302	-7.29423
43.7	-8.29292	-7.37478
43.8	-8.74863	-7.36687
43.9	-8.63874	-7.29002
44	-8.01759	-7.20934
44.1	-7.72145	-7.18498
44.2	-7.65994	-7.24907
44.3	-7.8283	-7.38988
44.4	-8.23945	-7.49174
44.5	-8.41954	-7.41055
44.6	-8.05066	-7.26047
44.7	-7.89022	-7.17266
44.8	-7.94724	-7.16727
44.9	-8.1998	-7.23778
45	-8.62737	-7.39081
45.1	-9.19078	-7.63097
45.2	-11.16275	-7.94753
45.3	-8.97556	-8.25055
45.4	-8.31966	-8.33348
45.5	-8.02418	-8.2236
45.6	-7.99012	-8.06708
45.7	-8.1845	-7.90954
45.8	-8.71245	-7.76999
45.9	-8.90361	-7.66296
46	-8.35571	-7.58978
46.1	-8.1307	-7.55973
46.2	-8.14397	-7.58567
46.3	-8.36723	-7.65033
46.4	-8.77277	-7.71467
46.5	-9.77212	-7.78056
46.6	-9.53582	-7.88478
46.7	-8.7051	-8.00888
46.8	-8.33455	-8.08218
46.9	-8.23203	-8.07663
47	-8.36841	-8.03664
47.1	-8.866	-8.01245
47.2	-10.16061	-7.95816
47.3	-8.79257	-7.83589
47.4	-8.43934	-7.70539
47.5	-8.45144	-7.62339
47.6	-8.77771	-7.60045
47.7	-9.30295	-7.65701
47.8	-9.00608	-7.83261
47.9	-8.79152	-8.17512
48	-9.0248	-8.8299
48.1	-10.0016	-10.09299
48.2	-8.91387	-9.4144
48.3	-8.43653	-9.73813
48.4	-8.35987	-8.93877
48.5	-8.55941	-8.17253
48.6	-9.36716	-7.7799
48.7	-9.21897	-7.60957
48.8	-8.52188	-7.6151
48.9	-8.29794	-7.77299
49	-8.41442	-8.04741
49.1	-8.93818	-8.26563
49.2	-10.63205	-8.2477
49.3	-8.8839	-8.22865
49.4	-8.54864	-8.38182
49.5	-8.60213	-8.80764
49.6	-9.06225	-9.41508
49.7	-10.07762	-9.01664
49.8	-8.94262	-8.73079
49.9	-8.64692	-8.79943
50	-8.71523	-9.246
50.1	-9.30448	-9.58692
50.2	-10.11627	-8.99355
50.3	-8.94167	-8.80032
50.4	-8.62304	-8.94106
50.5	-8.67458	-9.44065
50.6	-9.11267	-9.97006
50.7	-11.18482	-9.74462
50.8	-8.98832	-10.14953
50.9	-8.60174	-10.21039
51	-8.58842	-9.13799
51.1	-8.97868	-8.74605
51.2	-10.8877	-8.59853
51.3	-9.20747	-8.60752
51.4	-8.70835	-8.71868
51.5	-8.67496	-8.80591
51.6	-9.02273	-8.71414
51.7	-10.15461	-8.4927
51.8	-9.31073	-8.31314
51.9	-8.85882	-8.24857
52	-8.84777	-8.31088
52.1	-9.2044	-8.46389
52.2	-10.26632	-8.64955
52.3	-9.28153	-8.79121
52.4	-8.8608	-8.8121
52.5	-8.81529	-8.75085
52.6	-9.16283	-8.71071
52.7	-10.22427	-8.7293
52.8	-9.39764	-8.78085
52.9	-8.926	-8.84309
53	-8.89328	-8.89714
53.1	-9.24338	-8.89271
53.2	-10.11774	-8.82741
53.3	-9.36404	-8.78079
53.4	-8.96506	-8.81576
53.5	-8.97648	-8.93087
53.6	-9.32982	-8.99305
53.7	-9.98387	-8.87201
53.8	-9.42739	-8.73063
53.9	-9.0889	-8.6862
54	-9.06306	-8.74322
54.1	-9.35799	-8.85603
54.2	-9.73709	-8.98285
54.3	-9.4583	-9.10287
54.4	-9.14405	-9.18832
54.5	-9.15719	-9.19706
54.6	-9.45648	-9.11612
54.7	-9.79012	-9.00181
54.8	-9.47697	-8.91609
54.9	-9.1974	-8.88494
55	-9.18151	-8.90146
55.1	-9.4191	-8.93578
55.2	-9.70592	-8.96621
55.3	-9.47845	-8.9952
55.4	-9.30201	-9.0214
55.5	-9.33846	-9.02972
55.6	-9.50989	-9.02184
55.7	-9.68016	-9.03734
55.8	-9.47258	-9.13629
55.9	-9.33752	-9.346
56	-9.35791	-9.48938
56.1	-9.51961	-9.27155
56.2	-9.59968	-9.04738
56.3	-9.51809	-9.02
56.4	-9.44071	-9.19237
56.5	-9.47004	-9.5093
56.6	-9.583	-9.465
56.7	-9.59678	-9.23568
56.8	-9.49118	-9.24483
56.9	-9.3949	-9.45673
57	-9.49832	-9.57518
57.1	-9.60079	-9.26532
57.2	-9.65095	-8.98364
57.3	-9.53171	-8.84769
57.4	-9.48719	-8.83862
57.5	-9.5108	-8.91687
57.6	-9.62299	-8.9968
57.7	-9.65583	-9.00529
57.8	-9.55165	-8.99434
57.9	-9.51933	-9.05498
58	-9.55573	-9.20574
58.1	-9.62617	-9.38552
58.2	-9.66928	-9.54877
58.3	-9.63742	-9.81366
58.4	-9.57568	-10.40263
58.5	-9.57521	-10.45986
58.6	-9.63069	-9.88202
58.7	-9.64473	-9.70657
58.8	-9.64724	-9.78021
58.9	-9.62033	-9.91858
59	-9.6495	-9.76
59.1	-9.64322	-9.46729
59.2	-9.67514	-9.29635
59.3	-9.64446	-9.27893
59.4	-9.65838	-9.40788
59.5	-9.67517	-9.58644
59.6	-9.71787	-9.6666
59.7	-9.68822	-9.74281
59.8	-9.65676	-10.05659
59.9	-9.68022	-11.19076
60	-9.6775	-10.572
60.1	-9.72339	-9.99862
60.2	-9.73092	-10.02169
60.3	-9.7164	-10.351
60.4	-9.6872	-10.16122
60.5	-9.70257	-9.75748
60.6	-9.71301	-9.61378
60.7	-9.7525	-9.69914
60.8	-9.74446	-10.03436
60.9	-9.7595	-10.6426
61	-9.72238	-10.31276
61.1	-9.73312	-9.82928
61.2	-9.75033	-9.71477
61.3	-9.78079	-9.90555
61.4	-9.75841	-10.62804
61.5	-9.79151	-11.11256
61.6	-9.76624	-10.22954
61.7	-9.77064	-10.2264
61.8	-9.77832	-10.8466
61.9	-9.79364	-10.54453
62	-9.79134	-9.97019
62.1	-9.78509	-9.84079
62.2	-9.80102	-10.03135
62.3	-9.79937	-10.29516
62.4	-9.81873	-10.0914
62.5	-9.83076	-9.91629
62.6	-9.8109	-9.97961
62.7	-9.79556	-10.27558
62.8	-9.82518	-10.70608
62.9	-9.84423	-10.80458
63	-9.84448	-10.47063
63.1	-9.8671	-10.2638
63.2	-9.83062	-10.31125
63.3	-9.81576	-10.70907
63.4	-9.8538	-10.91508
63.5	-9.85275	-10.41529
63.6	-9.89473	-10.33421
63.7	-9.86511	-10.84495
63.8	-9.86614	-11.09477
63.9	-9.84348	-10.13835
64	-9.88193	-9.87199
64.1	-9.88782	-9.96131
64.2	-9.91022	-10.37637
64.3	-9.89192	-10.44548
64.4	-9.88275	-10.08589
64.5	-9.86939	-10.01659
64.6	-9.89696	-10.26482
64.7	-9.9343	-10.86674
64.8	-9.89888	-11.77078
64.9	-9.93003	-11.31462
65	-9.90006	-11.35132
65.1	-9.91054	-11.55027
65.2	-9.92026	-11.88174
65.3	-9.93844	-12.90114
65.4	-9.93736	-11.50629
65.5	-9.92139	-10.97634
65.6	-9.95314	-11.21654
65.7	-9.929	-12.7999
65.8	-9.9418	-10.88548
65.9	-9.96184	-10.41693
66	-9.95277	-10.41856
66.1	-9.94301	-10.64157
66.2	-9.96726	-10.50429
66.3	-9.9489	-10.14274
66.4	-9.97135	-10.01802
66.5	-9.96656	-10.10141
66.6	-9.98846	-10.44798
66.7	-9.95885	-11.21215
66.8	-9.97471	-11.28946
66.9	-9.99647	-11.0084
67	-9.96419	-11.27715
67.1	-9.99917	-11.67453
67.2	-9.98883	-11.52759
67.3	-9.9866	-11.17169
67.4	-9.984	-10.94394
67.5	-10.02725	-10.91585
67.6	-9.98624	-11.09249
67.7	-10.00205	-11.30426
67.8	-10.02823	-10.97564
67.9	-9.98138	-10.67325
68	-10.03585	-10.6321
68.1	-10.00224	-11.04213
68.2	-10.0377	-11.711
68.3	-9.98701	-11.34794
68.4	-10.06203	-10.91192
68.5	-10.00446	-11.03084
68.6	-10.0393	-11.52486
68.7	-10.02682	-11.35266
68.8	-10.04668	-11.06619
68.9	-10.01595	-11.07517
69	-10.0596	-11.06843
69.1	-10.03219	-11.08541
69.2	-10.04475	-11.06179
69.3	-10.04391	-11.15693
69.4	-10.06308	-11.54625
69.5	-10.03382	-11.3361
69.6	-10.06728	-10.94562
69.7	-10.06167	-11.06026
69.8	-10.03974	-11.67726
69.9	-10.0742	-11.49725
70	-10.05849	-10.86098
70.1	-10.07663	-10.65432
70.2	-10.04127	-10.84449
70.3	-10.10706	-11.18953
70.4	-10.04246	-11.35834
70.5	-10.0904	-11.05117
70.6	-10.08658	-10.99509
70.7	-10.06647	-11.08434
70.8	-10.07531	-11.43959
70.9	-10.09096	-11.67663
71	-10.08433	-11.70959
71.1	-10.07267	-11.19531
71.2	-10.1131	-11.17662
71.3	-10.0669	-11.57577
71.4	-10.09959	-10.96082
71.5	-10.09999	-10.38367
71.6	-10.10187	-10.1715
71.7	-10.09263	-10.17624
71.8	-10.09693	-10.41147
71.9	-10.1039	-10.78517
72	-10.0916	-10.69512
72.1	-10.11427	-10.52979
72.2	-10.11741	-10.70029
72.3	-10.09393	-11.50504
72.4	-10.11208	-12.04348
72.5	-10.1174	-11.199
72.6	-10.10005	-11.27042
72.7	-10.13133	-12.30921
72.8	-10.11695	-12.43066
72.9	-10.11462	-11.91146
73	-10.1001	-11.66526
73.1	-10.12003	-11.49147
73.2	-10.13019	-11.68908
73.3	-10.11945	-11.66845
73.4	-10.15769	-10.78202
73.5	-10.09467	-10.34706
73.6	-10.11293	-10.23714
73.7	-10.11271	-10.44613
73.8	-10.15135	-10.78688
73.9	-10.13975	-10.41618
74	-10.14454	-10.13324
74.1	-10.11396	-10.19124
74.2	-10.11414	-10.6644
74.3	-10.12876	-11.96949
74.4	-10.1522	-10.7941
74.5	-10.15613	-10.58941
74.6	-10.12993	-10.86545
74.7	-10.12964	-11.29011
74.8	-10.09991	-10.7825
74.9	-10.15075	-10.55227
75	-10.16017	-10.62414
75.1	-10.14791	-10.92135
75.2	-10.1533	-11.15936
75.3	-10.12533	-10.84175
75.4	-10.11896	-10.44689
75.5	-10.1486	-10.24995
75.6	-10.16157	-10.29431
75.7	-10.14484	-10.54691
75.8	-10.14153	-10.56443
75.9	-10.14329	-10.26352
76	-10.13454	-10.20495
76.1	-10.15533	-10.49894
76.2	-10.14644	-11.31118
76.3	-10.1457	-10.86644
76.4	-10.13427	-10.53149
76.5	-10.15982	-10.80334
76.6	-10.15981	-12.59761
76.7	-10.15173	-10.60106
76.8	-10.16859	-10.17783
76.9	-10.13628	-10.12308
77	-10.12992	-10.38362
77.1	-10.14256	-11.01531
77.2	-10.17413	-10.78462
77.3	-10.16081	-10.27715
77.4	-10.16841	-10.05906
77.5	-10.12788	-10.07331
77.6	-10.13505	-10.32981
77.7	-10.12706	-10.78419
77.8	-10.1778	-10.64641
77.9	-10.17376	-10.40986
78	-10.16515	-10.59
78.1	-10.126	-11.81202
78.2	-10.14685	-10.96059
78.3	-10.11887	-10.3493
78.4	-10.19855	-10.16979
78.5	-10.16909	-10.12625
78.6	-10.16222	-10.00145
78.7	-10.12841	-9.82916
78.8	-10.16298	-9.76196
78.9	-10.15701	-9.85052
79	-10.15556	-10.08627
79.1	-10.14366	-10.38132
79.2	-10.14551	-10.38999
79.3	-10.16951	-10.24839
79.4	-10.16973	-10.26792
79.5	-10.13849	-10.59905
79.6	-10.10187	-11.23066
79.7	-10.13855	-10.64385
79.8	-10.20857	-10.22304
79.9	-10.20786	-10.03037
80	-10.15543	-9.86885
80.1	-10.09342	-9.69596
80.2	-10.09249	-9.58477
80.3	-10.1615	-9.56681
80.4	-10.25395	-9.58754
80.5	-10.14492	-9.55255
80.6	-10.0854	-9.46567
80.7	-10.08181	-9.42179
80.8	-10.1895	-9.48638
80.9	-10.24773	-9.68745
81	-10.17477	-10.02487
81.1	-10.05333	-10.19412
81.2	-10.03101	-9.9695
81.3	-10.17724	-9.83569
81.4	-10.23182	-9.93758
81.5	-10.17673	-10.19223
81.6	-10.07727	-10.01494
81.7	-10.11385	-9.74104
81.8	-10.20578	-9.65675
81.9	-10.25345	-9.77617
82	-10.1003	-10.05246
82.1	-9.99778	-10.13217
82.2	-10.04325	-9.91836
82.3	-10.25431	-9.75742
82.4	-10.32785	-9.70575
82.5	-10.10724	-9.71225
82.6	-9.99721	-9.72117
82.7	-10.04186	-9.70895
82.8	-10.31323	-9.68535
82.9	-10.33235	-9.66185
83	-10.00344	-9.63423
83.1	-9.87472	-9.60865
83.2	-10.0065	-9.61466
83.3	-10.38113	-9.67496
83.4	-10.43346	-9.78325
83.5	-10.03996	-9.89788
83.6	-9.8574	-9.9498
83.7	-9.98818	-9.90896
83.8	-10.39589	-9.80979
83.9	-10.37777	-9.68966
84	-9.96293	-9.57088
84.1	-9.80636	-9.4802
84.2	-9.96676	-9.46741
84.3	-10.4697	-9.56294
84.4	-10.53932	-9.72481
84.5	-9.92233	-9.78044
84.6	-9.7311	-9.67441
84.7	-9.86968	-9.59218
84.8	-10.55303	-9.60082
84.9	-10.51151	-9.67131
85	-9.86337	-9.72299
85.1	-9.68535	-9.70233
85.2	-9.88876	-9.64544
85.3	-10.652	-9.59192
85.4	-10.51374	-9.55529
85.5	-9.80121	-9.56587
85.6	-9.64504	-9.62999
85.7	-9.83618	-9.6749
85.8	-10.53212	-9.60463
85.9	-10.60154	-9.43833
86	-9.86885	-9.26416
86.1	-9.69005	-9.14804
86.2	-9.8578	-9.14254
86.3	-10.6735	-9.26517
86.4	-10.4077	-9.48197
86.5	-9.7217	-9.67771
86.6	-9.54864	-9.6874
86.7	-9.75322	-9.57549
86.8	-10.65087	-9.50195
86.9	-10.50597	-9.55964
87	-9.67605	-9.796
87.1	-9.48496	-10.37662
87.2	-9.64389	-12.08654
87.3	-10.31898	-10.79512
87.4	-10.83637	-10.75605
87.5	-9.81289	-10.81703
87.6	-9.57334	-10.13806
87.7	-9.66585	-9.80713
87.8	-10.22321	-9.80544
87.9	-11.23961	-10.17724
88	-9.9457	-10.608
88.1	-9.62497	-9.99061
88.2	-9.7144	-9.7199
88.3	-10.23664	-9.80148
88.4	-10.82444	-10.24349
88.5	-9.80009	-10.20915
88.6	-9.5564	-9.60084
88.7	-9.64316	-9.30862
88.8	-10.29408	-9.24546
88.9	-10.71538	-9.30216
89	-9.68902	-9.23604
